series_id                     ,seasonal,index_code,series_name,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
EIUIR213                      ,U,IR,"Computers, peripherals and semiconductors",2000=100,"Monthly import price index for BEA End Use 213, Computers, peripherals and semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21300                    ,U,IR,Computers,2000=100,"Monthly import price index for BEA End Use 21300, Computers, not seasonally adjusted",,1994,M12,2022,M03
EIUIR21301                    ,U,IR,"Computer accessories, peripherals, and parts",2000=100,"Monthly import price index for BEA End Use 21301, Computer accessories, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21320                    ,U,IR,Semiconductors,2000=100,"Monthly import price index for BEA End Use 21320, Semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIR213COM                   ,U,IR,"Computers, peripherals, accessories and parts (excludes end use 21320)",2000=100,"Monthly import price index for BEA End Use 213COM, Computers, peripherals, accessories and parts, ecluding semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIR214                      ,U,IR,Telecommunications equipment,2000=100,"Monthly import price index for BEA End Use 214, Telecommunications equipment, not seasonally adjusted",,1984,M12,2022,M03
EIUIR215                      ,U,IR,"Business machinery and equipment, except computers",2000=100,"Monthly import price index for BEA End Use 215, Business machinery and equipment, except computers and related products, not seasonally adjusted",,1984,M12,2022,M03
EIUIR216                      ,U,IR,Scientific and medical machinery,2000=100,"Monthly import price index for BEA End Use 216, Scientific, hospital and medical machinery, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21600                    ,U,IR,Laboratory testing and control instruments,December 2016=100,"Monthly import price index for BEA End Use 21600, Laboratory testing instruments, not seasonally adjusted",,2016,M12,2022,M03
EIUIR21610                    ,U,IR,"Other scientific, medical, and hospital equipment",2000=100,"Monthly import price index for BEA End Use 21610, Medical equipment, not seasonally adjusted",,1992,M12,2022,M03
EIUIR21EXCOM                  ,U,IR,"Non-electrical machinery excluding comp., peripherals & semiconductors",2000=100,"Monthly import price index for BEA End Use 21EXCOM, Non-electrical machinery excluding computers, peripherals, and semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIR22                       ,U,IR,Transportation equipment excluding motor vehicles,December 2001=100,"Monthly import price index for BEA End Use 22, Transportation equipment and spacecraft, except automotive, not seasonally adjusted",,2001,M12,2022,M03
EIUIR220                      ,U,IR,"Civilian aircraft, engines, and parts",December 2020=100,"Monthly import price index for BEA End Use 220, Civilian aircraft, engines and parts, not seasonally adjusted",,2020,M12,2022,M03
EIUIR22010                    ,U,IR,Parts for civilian aircraft,December 2012=100,"Monthly import price index for BEA End Use 22010, Parts - civilian aircraft, not seasonally adjusted",,2012,M12,2022,M03
EIUIR22020                    ,U,IR,Engines for civilian aircraft,2000=100,"Monthly import price index for BEA End Use 22020, Engines - civilian aircraft, not seasonally adjusted",,1998,M12,2022,M03
EIUIR2EXCOM                   ,U,IR,"Capital goods, excluding computers, peripherals & semiconductors",2000=100,"Monthly import price index for BEA End Use 2EXCOM, Capital goods, excluding computers, peripherals, and semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIR3                        ,U,IR,"Automotive vehicles, parts & engines",2000=100,"Monthly import price index for BEA End Use 3, Automotive vehicles, parts and engines, not seasonally adjusted",,1981,M06,2022,M03
EIUIR300                      ,U,IR,"Passenger cars, new and used",2000=100,"Monthly import price index for BEA End Use 300, Passenger cars, new and used, not seasonally adjusted",,1981,M06,2022,M03
EIUIR302                      ,U,IR,"Parts, engines, bodies and chassis",2000=100,"Monthly import price index for BEA End Use 302, Parts, engines, bodies, and chassis, not seasonally adjusted",,1992,M12,2022,M03
EIUIR30200                    ,U,IR,Engines and engine parts for automotive vehicles,December 2004=100,"Monthly import price index for BEA End Use 30200, Engines and engine parts (carburetors, pistons, rings, and valves), not seasonally adjusted",,2004,M12,2022,M03
EIUIR30220                    ,U,IR,Automotive tires & tubes,December 2004=100,"Monthly import price index for BEA End Use 30220, Automotive tires and tubes, not seasonally adjusted",,2004,M12,2022,M03
EIUIR30230                    ,U,IR,Non-engine parts & accessories,December 2003=100,"Monthly import price index for BEA End Use 30230, Other auto parts and accessories, not seasonally adjusted",,2003,M12,2022,M03
EIUIR302NAPT                  ,U,IR,"Automotive Parts & Accessories (Incl. Engines & Parts), Excluding Canadian",2000=100,"Monthly import price index for BEA End Use 302NAPT, Automotive parts and accessories (including engines and parts), excluding Canadian, not seasonally adjusted",,1982,M12,2022,M03
EIUIR4                        ,U,IR,"Consumer goods, excluding automotives",2000=100,"Monthly import price index for BEA End Use 4, Consumer goods, excluding automotives, not seasonally adjusted",,1982,M06,2022,M03
EIUIR40                       ,U,IR,"Nondurables, manufactured",2000=100,"Monthly import price index for BEA End Use 40, Nondurables, manufactured - except rugs, not seasonally adjusted",,1980,M12,2022,M03
EIUIR400                      ,U,IR,"Apparel, footwear, and household goods",2000=100,"Monthly import price index for BEA End Use 400, Apparel, footwear, and household goods, not seasonally adjusted",,1984,M12,2022,M03
EIUIR40000                    ,U,IR,Cotton apparel and household goods,2000=100,"Monthly import price index for BEA End Use 40000, Apparel, household goods - cotton, not seasonally adjusted",,1980,M12,2022,M03
EIUIR40020                    ,U,IR,Apparel and household goods for other textiles,2000=100,"Monthly import price index for BEA End Use 40020, Apparel, textiles, nonwool or cotton, not seasonally adjusted",,1980,M12,2022,M03
EIUIR40030                    ,U,IR,Nontextile apparel and household goods,2000=100,"Monthly import price index for BEA End Use 40030, Apparel, household goods - nontextile, not seasonally adjusted",,1984,M12,2022,M03
EIUIR40040                    ,U,IR,"Footwear of leather, rubber, or other materials",2000=100,"Monthly import price index for BEA End Use 40040, Footwear, not seasonally adjusted",,1984,M12,2022,M03
EIUIR40050                    ,U,IR,Sporting/camping apparel and footwear,2000=100,"Monthly import price index for BEA End Use 40050, Camping apparel and gear, not seasonally adjusted",,1996,M12,2022,M03
EIUIR401                      ,U,IR,Other consumer nondurables,2000=100,"Monthly import price index for BEA End Use 401, Other consumer nondurables, not seasonally adjusted",,1984,M12,2022,M03
EIUIR40100                    ,U,IR,"Medicinal, dental and pharmaceutical preparatory materials",2000=100,"Monthly import price index for BEA End Use 40100, Pharmaceutical preparations, not seasonally adjusted",,1992,M12,2022,M03
EIUIR40120                    ,U,IR,Toiletries and cosmetics,December 2017=100,"Monthly import price index for BEA End Use 40120, Toiletries and cosmetics, not seasonally adjusted",,2017,M12,2022,M03
EIUIR40140                    ,U,IR,"Other products (notions, writing supplies, tobacco products, etc)",2000=100,"Monthly import price index for BEA End Use 40140, Writing and art supplies, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41                       ,U,IR,"Durables, manufactured",2000=100,"Monthly import price index for BEA End Use 41, Durables, manufactured - except automotive, not seasonally adjusted",,1979,M09,2022,M03
EIUIR410                      ,U,IR,Household goods,2000=100,"Monthly import price index for BEA End Use 410, Household goods, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41000                    ,U,IR,"Furniture, household items",2000=100,"Monthly import price index for BEA End Use 41000, Furniture, household goods, not seasonally adjusted",,1980,M03,2022,M03
EIUIR41020                    ,U,IR,"Cookware, chinaware, cutlery for the house and garden",2000=100,"Monthly import price index for BEA End Use 41020, Cookware, chinaware, cutlery for the house and garden, not seasonally adjusted",,1980,M06,2022,M03
EIUIR41030                    ,U,IR,Household and kitchen appliances,2000=100,"Monthly import price index for BEA End Use 41030, Household appliances, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41050                    ,U,IR,"Other household goods, n.e.s.",2000=100,"Monthly import price index for BEA End Use 41050, Other Household Goods, not seasonally adjusted",,1984,M12,2022,M03
EIUIR411                      ,U,IR,Recreational equipment and materials,2000=100,"Monthly import price index for BEA End Use 411, Recreational equipment and materials, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41100                    ,U,IR,Motorcycles & parts,December 2001=100,"Monthly import price index for BEA End Use 41100, Motorcycles and parts, not seasonally adjusted",,2001,M12,2022,M03
EIUIR41120                    ,U,IR,"Toys, shooting & sporting goods",2000=100,"Monthly import price index for BEA End Use 41120, Toys, games, and sporting goods, not seasonally adjusted",,1981,M03,2022,M03
EIUIR41130                    ,U,IR,Photo & optical equipment,December 2011=100,"Monthly import price index for BEA End Use 41130, Photo equipment, not seasonally adjusted",,2011,M12,2022,M03
EIUIR41140                    ,U,IR,Musical instruments and parts,December 2010=100,"Monthly import price index for BEA End Use 41140, Musical instruments, not seasonally adjusted",,2010,M12,2022,M03
EIUIR412                      ,U,IR,Home entertainment equipment,2000=100,"Monthly import price index for BEA End Use 412, Home entertainment equipment, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41200                    ,U,IR,Television and video receivers,2000=100,"Monthly import price index for BEA End Use 41200, Television and video receivers, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41210                    ,U,IR,"Radios, phonographs, and tape decks",December 2012=100,"Monthly import price index for BEA End Use 41210, Stereo equipment, not seasonally adjusted",,2012,M12,2022,M03
EIUIR413                      ,U,IR,"Coins, gems, jewelry, and collectibles",2000=100,"Monthly import price index for BEA End Use 413, Coins, gems, jewelry, and collectibles, not seasonally adjusted",,1984,M12,2022,M03
EIUIR41310                    ,U,IR,"Jewelry (watches, rings, etc)",2000=100,"Monthly import price index for BEA End Use 41310, Jewelry, not seasonally adjusted",,1987,M12,2022,M03
EIUIR42                       ,U,IR,Nonmanufactured consumer goods,2000=100,"Monthly import price index for BEA End Use 42, Consumer durables and nondurables - nonmanufactured, not seasonally adjusted",,1984,M12,2022,M03
EIUIR421                      ,U,IR,Nonmanufactured consumer durables,2000=100,"Monthly import price index for BEA End Use 421, Durables - nonmanufactured, not seasonally adjusted",,1992,M12,2022,M03
EIUIR42100                    ,U,IR,Gem diamonds-uncut or unset,December 2007=100,"Monthly import price index for BEA End Use 42100, Gem diamonds, not seasonally adjusted",,2007,M12,2022,M03
EIUIRATP01                    ,U,IR,Biotechnology,December 2019=100,"Monthly import price index for Advanced Technology Products 01, Biotechnology, not seasonally adjusted",,2019,M12,2022,M03
EIUIRATP02                    ,U,IR,Life Science,December 2019=100,"Monthly import price index for Advanced Technology Products 02, Life science, not seasonally adjusted",,2019,M12,2022,M03
EIUIRATP04                    ,U,IR,Information & Communications,December 2019=100,"Monthly import price index for Advanced Technology Products 04, Information and communication, not seasonally adjusted",,2019,M12,2022,M03
EIUIRATP05                    ,U,IR,Electronics,December 2019=100,"Monthly import price index for Advanced Technology Products 05, Electronics, not seasonally adjusted",,2019,M12,2022,M03
