CATEGORIES,,,,,,
cat_idx,cat_code,cat_desc,cat_indent,,,
119,25,0,2,1,1,3.9
119,7,0,2,1,0,2.5
119,26,0,2,1,1,2.5
119,8,0,2,1,0,3.7
119,27,0,2,1,1,3.7
119,9,0,2,1,0,6.8
119,28,0,2,1,1,6.8
119,11,0,2,1,0,4.2
119,30,0,2,1,1,4.2
119,12,0,2,1,0,6.4
119,31,0,2,1,1,6.4
119,13,0,2,1,0,0
119,32,0,2,1,1,0
119,14,0,2,1,0,0.4
119,33,0,2,1,1,0.4
119,19,0,2,1,0,1.9
119,38,0,2,1,1,1.9
119,1,0,3,1,0,1.3
119,20,0,3,1,1,1.3
119,2,0,3,1,0,3.5
119,21,0,3,1,1,3.5
119,3,0,3,1,0,1.4
119,22,0,3,1,1,1.4
119,5,0,3,1,0,2.6
119,24,0,3,1,1,2.6
119,6,0,3,1,0,7.8
119,25,0,3,1,1,7.8
119,7,0,3,1,0,2.9
119,26,0,3,1,1,2.9
119,8,0,3,1,0,2.6
119,27,0,3,1,1,2.6
119,10,0,3,1,0,3.4
119,29,0,3,1,1,3.4
119,11,0,3,1,0,5.4
119,30,0,3,1,1,5.4
119,12,0,3,1,0,2.8
119,31,0,3,1,1,2.8
119,14,0,3,1,0,4.4
119,33,0,3,1,1,4.4
119,15,0,3,1,0,3.7
119,34,0,3,1,1,3.7
119,16,0,3,1,0,3.4
119,35,0,3,1,1,3.4
119,17,0,3,1,0,4.1
119,36,0,3,1,1,4.1
119,18,0,3,1,0,3
119,37,0,3,1,1,3
119,1,4,0,1,1,0.5
119,2,4,0,1,1,-2.3
119,3,4,0,1,1,1.7
119,4,4,0,1,1,5
119,5,4,0,1,1,6.7
119,6,4,0,1,1,2.2
119,7,4,0,1,1,2.9
119,8,4,0,1,1,-1
119,9,4,0,1,1,-2
119,10,4,0,1,1,4.1
119,11,4,0,1,1,4
119,12,4,0,1,1,0.4
119,13,4,0,1,1,-4.2
119,14,4,0,1,1,3.9
119,15,4,0,1,1,2.8
119,16,4,0,1,1,3.1
119,17,4,0,1,1,-3.9
119,18,4,0,1,1,-10.1
119,19,4,0,1,1,0.9
119,1,5,0,1,1,0.2
119,2,5,0,1,1,-2.2
119,3,5,0,1,1,2.5
119,4,5,0,1,1,5.8
119,5,5,0,1,1,8.2
119,6,5,0,1,1,2.8
119,7,5,0,1,1,1.8
119,8,5,0,1,1,5
119,9,5,0,1,1,-1.5
119,11,5,0,1,1,0.9
119,12,5,0,1,1,4.1
119,13,5,0,1,1,-4.1
119,14,5,0,1,1,2.8
119,19,5,0,1,1,0.4
119,1,6,0,1,1,0.9
119,2,6,0,1,1,-4.8
119,3,6,0,1,1,1
119,5,6,0,1,1,3.6
119,6,6,0,1,1,-4.5
119,7,6,0,1,1,5.9
119,8,6,0,1,1,-2.2
119,10,6,0,1,1,4.1
119,11,6,0,1,1,6.5
119,12,6,0,1,1,-1.1
119,14,6,0,1,1,12
119,15,6,0,1,1,2.8
119,16,6,0,1,1,2.5
119,17,6,0,1,1,-4.3
119,18,6,0,1,1,-10.1
119,1,0,4,1,0,1
119,2,0,4,1,0,2.7
119,3,0,4,1,0,1
119,4,0,4,1,0,2.2
119,5,0,4,1,0,1.4
119,6,0,4,1,0,1.7
119,7,0,4,1,0,1.1
119,8,0,4,1,0,2
119,9,0,4,1,0,3.2
119,10,0,4,1,0,3.1
119,11,0,4,1,0,1.9
119,12,0,4,1,0,2
119,13,0,4,1,0,20.2
119,14,0,4,1,0,0.6
119,15,0,4,1,0,3.4
119,16,0,4,1,0,2.6
119,17,0,4,1,0,3.1
119,18,0,4,1,0,2.6
119,19,0,4,1,0,1.6
119,1,0,5,1,0,0.6
119,2,0,5,1,0,0.8
119,3,0,5,1,0,0.6
119,4,0,5,1,0,2.3
119,5,0,5,1,0,1.9
119,6,0,5,1,0,1.8
119,7,0,5,1,0,1.3
119,8,0,5,1,0,1.8
119,9,0,5,1,0,3.3
119,11,0,5,1,0,2.8
119,12,0,5,1,0,5.2
119,13,0,5,1,0,0
119,14,0,5,1,0,0.3
119,19,0,5,1,0,1.6
119,1,0,6,1,0,1.4
119,2,0,6,1,0,2.7
119,3,0,6,1,0,1.5
119,5,0,6,1,0,2.2
119,6,0,6,1,0,6.2
119,7,0,6,1,0,2
119,8,0,6,1,0,2.4
119,10,0,6,1,0,3.2
119,11,0,6,1,0,2.5
119,12,0,6,1,0,2.2
119,14,0,6,1,0,6.7
119,15,0,6,1,0,3.4
119,16,0,6,1,0,2.7
119,17,0,6,1,0,3.2
119,18,0,6,1,0,2.6
120,1,1,0,1,0,62794
120,2,1,0,1,0,18534
120,3,1,0,1,0,44260
120,4,1,0,1,0,850
120,5,1,0,1,0,3125
120,6,1,0,1,0,3409
120,7,1,0,1,0,3399
120,8,1,0,1,0,6289
120,9,1,0,1,0,331
120,10,1,0,1,0,892
120,11,1,0,1,0,1234
120,12,1,0,1,0,2858
120,13,1,0,1,0,1458
120,14,1,0,1,0,7713
120,15,1,0,1,0,5128
120,16,1,0,1,0,1858
120,17,1,0,1,0,1003
120,18,1,0,1,0,520
120,19,1,0,1,0,4195
120,1,2,0,1,0,41966
120,2,2,0,1,0,17960
120,3,2,0,1,0,24007
120,4,2,0,1,0,785
120,5,2,0,1,0,2166
120,6,2,0,1,0,3102
120,7,2,0,1,0,2482
120,8,2,0,1,0,1172
120,9,2,0,1,0,327
120,11,2,0,1,0,533
120,12,2,0,1,0,908
120,13,2,0,1,0,1437
120,14,2,0,1,0,6867
120,19,2,0,1,0,4108
120,1,3,0,1,0,20828
120,2,3,0,1,0,574
120,3,3,0,1,0,20254
120,5,3,0,1,0,959
120,6,3,0,1,0,307
120,7,3,0,1,0,917
120,8,3,0,1,0,5116
120,10,3,0,1,0,877
120,11,3,0,1,0,702
120,12,3,0,1,0,1950
120,14,3,0,1,0,846
120,15,3,0,1,0,5124
120,16,3,0,1,0,1814
120,17,3,0,1,0,954
120,18,3,0,1,0,513
120,20,1,0,1,1,821367
120,21,1,0,1,1,255090
120,22,1,0,1,1,566277
120,23,1,0,1,1,9982
120,24,1,0,1,1,38383
120,25,1,0,1,1,44527
120,26,1,0,1,1,41467
120,27,1,0,1,1,87633
120,28,1,0,1,1,4078
120,29,1,0,1,1,10916
120,30,1,0,1,1,15785
120,31,1,0,1,1,35818
120,32,1,0,1,1,15242
120,33,1,0,1,1,88294
120,34,1,0,1,1,83653
120,35,1,0,1,1,23713
120,36,1,0,1,1,13121
120,37,1,0,1,1,6142
120,38,1,0,1,1,47524
120,20,2,0,1,1,531994
120,21,2,0,1,1,247983
120,22,2,0,1,1,284011
120,23,2,0,1,1,9208
120,24,2,0,1,1,26576
120,25,2,0,1,1,40815
120,26,2,0,1,1,30297
120,27,2,0,1,1,15386
120,28,2,0,1,1,4034
120,30,2,0,1,1,6655
120,31,2,0,1,1,10778
120,32,2,0,1,1,14991
120,33,2,0,1,1,77332
120,38,2,0,1,1,46481
120,20,3,0,1,1,289373
120,21,3,0,1,1,7107
120,22,3,0,1,1,282266
120,24,3,0,1,1,11807
120,25,3,0,1,1,3712
120,26,3,0,1,1,11170
120,27,3,0,1,1,72247
120,29,3,0,1,1,10726
120,30,3,0,1,1,9130
120,31,3,0,1,1,25041
120,33,3,0,1,1,10962
120,34,3,0,1,1,83606
120,35,3,0,1,1,23167
120,36,3,0,1,1,12535
120,37,3,0,1,1,6054
120,1,0,1,1,0,1
120,20,0,1,1,1,1
120,2,0,1,1,0,3.7
120,21,0,1,1,1,3.7
120,3,0,1,1,0,1
120,22,0,1,1,1,1
120,4,0,1,1,0,4.6
120,23,0,1,1,1,4.6
120,5,0,1,1,0,2.7
120,24,0,1,1,1,2.7
120,6,0,1,1,0,3.5
120,25,0,1,1,1,3.5
120,7,0,1,1,0,2
120,26,0,1,1,1,2
120,8,0,1,1,0,2.3
120,27,0,1,1,1,2.3
120,9,0,1,1,0,6.9
120,28,0,1,1,1,6.9
120,10,0,1,1,0,3.4
120,29,0,1,1,1,3.4
120,11,0,1,1,0,3.6
120,30,0,1,1,1,3.6
120,12,0,1,1,0,2.5
120,31,0,1,1,1,2.5
120,13,0,1,1,0,30.3
120,32,0,1,1,1,30.3
120,14,0,1,1,0,0.6
120,33,0,1,1,1,0.6
120,15,0,1,1,0,3.6
120,34,0,1,1,1,3.6
120,16,0,1,1,0,3.4
120,35,0,1,1,1,3.4
120,17,0,1,1,0,3.9
120,36,0,1,1,1,3.9
120,18,0,1,1,0,3.2
120,37,0,1,1,1,3.2
120,19,0,1,1,0,1.8
120,38,0,1,1,1,1.8
120,1,0,2,1,0,1.1
120,20,0,2,1,1,1.1
120,2,0,2,1,0,5
120,21,0,2,1,1,5
120,3,0,2,1,0,1.1
120,22,0,2,1,1,1.1
120,4,0,2,1,0,4.8
120,23,0,2,1,1,4.8
120,5,0,2,1,0,4.2
120,24,0,2,1,1,4.2
120,6,0,2,1,0,3.8
120,25,0,2,1,1,3.8
120,7,0,2,1,0,2.5
120,26,0,2,1,1,2.5
120,8,0,2,1,0,3.6
120,27,0,2,1,1,3.6
120,9,0,2,1,0,7
120,28,0,2,1,1,7
120,11,0,2,1,0,4.2
120,30,0,2,1,1,4.2
120,12,0,2,1,0,5.9
120,31,0,2,1,1,5.9
120,13,0,2,1,0,0
120,32,0,2,1,1,0
120,14,0,2,1,0,0.4
120,33,0,2,1,1,0.4
120,19,0,2,1,0,1.9
120,38,0,2,1,1,1.9
120,1,0,3,1,0,1.3
120,20,0,3,1,1,1.3
120,2,0,3,1,0,3.7
120,21,0,3,1,1,3.7
120,3,0,3,1,0,1.4
120,22,0,3,1,1,1.4
120,5,0,3,1,0,2.6
120,24,0,3,1,1,2.6
120,6,0,3,1,0,7.6
120,25,0,3,1,1,7.6
120,7,0,3,1,0,2.9
120,26,0,3,1,1,2.9
120,8,0,3,1,0,2.6
120,27,0,3,1,1,2.6
120,10,0,3,1,0,3.5
120,29,0,3,1,1,3.5
120,11,0,3,1,0,5
120,30,0,3,1,1,5
120,12,0,3,1,0,2.7
120,31,0,3,1,1,2.7
120,14,0,3,1,0,4.3
120,33,0,3,1,1,4.3
120,15,0,3,1,0,3.6
120,34,0,3,1,1,3.6
120,16,0,3,1,0,3.5
120,35,0,3,1,1,3.5
120,17,0,3,1,0,4.1
120,36,0,3,1,1,4.1
120,18,0,3,1,0,3.2
120,37,0,3,1,1,3.2
120,1,4,0,1,1,1.1
120,2,4,0,1,1,0.3
120,3,4,0,1,1,1.5
120,4,4,0,1,1,3.6
120,5,4,0,1,1,0.9
120,6,4,0,1,1,1.9
120,7,4,0,1,1,2.9
120,8,4,0,1,1,1.7
120,9,4,0,1,1,4.7
120,10,4,0,1,1,3.3
120,11,4,0,1,1,-1.4
120,12,4,0,1,1,7.2
120,13,4,0,1,1,-14.1
120,14,4,0,1,1,5.3
120,15,4,0,1,1,-1.7
120,16,4,0,1,1,4.2
120,17,4,0,1,1,-7.6
120,18,4,0,1,1,-5.4
120,19,4,0,1,1,3.8
120,1,5,0,1,1,1.3
120,2,5,0,1,1,0.3
120,3,5,0,1,1,2.2
120,4,5,0,1,1,4
120,5,5,0,1,1,3
120,6,5,0,1,1,1.3
120,7,5,0,1,1,2
120,8,5,0,1,1,0.3
120,9,5,0,1,1,4
120,11,5,0,1,1,-3.1
120,12,5,0,1,1,8.1
120,13,5,0,1,1,-14.5
120,14,5,0,1,1,5.9
120,19,5,0,1,1,3.7
120,1,6,0,1,1,0.8
120,2,6,0,1,1,-0.2
120,3,6,0,1,1,0.9
120,5,6,0,1,1,-3.8
120,6,6,0,1,1,8.6
120,7,6,0,1,1,5.5
120,8,6,0,1,1,2
120,10,6,0,1,1,3.5
120,11,6,0,1,1,-0.2
120,12,6,0,1,1,6.9
120,14,6,0,1,1,1.7
120,15,6,0,1,1,-1.7
120,16,6,0,1,1,4.7
120,17,6,0,1,1,-7.3
120,18,6,0,1,1,-5.1
120,1,0,4,1,0,0.9
120,2,0,4,1,0,3.5
120,3,0,4,1,0,0.9
120,4,0,4,1,0,1.9
120,5,0,4,1,0,1.7
120,6,0,4,1,0,2
120,7,0,4,1,0,1.5
120,8,0,4,1,0,1.9
120,9,0,4,1,0,4.5
120,10,0,4,1,0,2.6
120,11,0,4,1,0,2.5
120,12,0,4,1,0,2.1
120,13,0,4,1,0,27
120,14,0,4,1,0,1.1
120,15,0,4,1,0,3.1
120,16,0,4,1,0,3
120,17,0,4,1,0,3.4
120,18,0,4,1,0,3.6
120,19,0,4,1,0,0.9
120,1,0,5,1,0,0.7
120,2,0,5,1,0,0.8
120,3,0,5,1,0,0.7
120,4,0,5,1,0,2
120,5,0,5,1,0,2.4
120,6,0,5,1,0,2.2
120,7,0,5,1,0,1.8
120,8,0,5,1,0,2.3
120,9,0,5,1,0,4.5
120,11,0,5,1,0,3.2
120,12,0,5,1,0,4.3
120,13,0,5,1,0,0
120,14,0,5,1,0,0.3
120,19,0,5,1,0,0.9
120,1,0,6,1,0,1.3
120,2,0,6,1,0,3.5
120,3,0,6,1,0,1.3
120,5,0,6,1,0,2
120,6,0,6,1,0,3.7
120,7,0,6,1,0,2.4
120,8,0,6,1,0,2.1
120,10,0,6,1,0,2.6
120,11,0,6,1,0,3.3
120,12,0,6,1,0,2.3
120,14,0,6,1,0,8.3
120,15,0,6,1,0,3.1
120,16,0,6,1,0,3.1
120,17,0,6,1,0,3.5
120,18,0,6,1,0,3.7
121,1,1,0,1,0,56833
121,2,1,0,1,0,17123
121,3,1,0,1,0,39710
121,4,1,0,1,0,776
121,5,1,0,1,0,2823
121,6,1,0,1,0,3207
121,7,1,0,1,0,3240
121,8,1,0,1,0,5977
121,9,1,0,1,0,308
121,10,1,0,1,0,826
121,11,1,0,1,0,1141
121,12,1,0,1,0,2440
121,13,1,0,1,0,1143
121,14,1,0,1,0,7661
121,15,1,0,1,0,3714
121,16,1,0,1,0,1669
121,17,1,0,1,0,1007
121,18,1,0,1,0,440
121,19,1,0,1,0,3340
121,1,2,0,1,0,38748
121,2,2,0,1,0,16614
121,3,2,0,1,0,22135
121,4,2,0,1,0,729
121,5,2,0,1,0,1947
121,6,2,0,1,0,2968
121,7,2,0,1,0,2380
121,8,2,0,1,0,1163
121,9,2,0,1,0,306
121,11,2,0,1,0,485
121,12,2,0,1,0,713
121,13,2,0,1,0,1123
121,14,2,0,1,0,6952
121,19,2,0,1,0,3273
121,1,3,0,1,0,18084
121,2,3,0,1,0,510
121,3,3,0,1,0,17575
121,5,3,0,1,0,876
121,6,3,0,1,0,239
121,7,3,0,1,0,860
121,8,3,0,1,0,4815
121,10,3,0,1,0,814
121,11,3,0,1,0,656
121,12,3,0,1,0,1727
121,14,3,0,1,0,709
121,15,3,0,1,0,3702
121,16,3,0,1,0,1630
121,17,3,0,1,0,981
121,18,3,0,1,0,433
121,20,1,0,1,1,830610
121,21,1,0,1,1,259223
121,22,1,0,1,1,571387
121,23,1,0,1,1,10019
121,24,1,0,1,1,37493
121,25,1,0,1,1,45210
121,26,1,0,1,1,42281
121,27,1,0,1,1,87490
121,28,1,0,1,1,4025
121,29,1,0,1,1,10712
121,30,1,0,1,1,16185
121,31,1,0,1,1,35052
121,32,1,0,1,1,17012
121,33,1,0,1,1,97364
121,34,1,0,1,1,79503
121,35,1,0,1,1,23941
121,36,1,0,1,1,14582
121,37,1,0,1,1,6049
121,38,1,0,1,1,44470
121,20,2,0,1,1,545820
121,21,2,0,1,1,251869
121,22,2,0,1,1,293950
121,23,2,0,1,1,9452
121,24,2,0,1,1,25635
121,25,2,0,1,1,41784
121,26,2,0,1,1,31202
121,27,2,0,1,1,16068
121,28,2,0,1,1,4001
121,30,2,0,1,1,6399
121,31,2,0,1,1,10279
121,32,2,0,1,1,16776
121,33,2,0,1,1,87335
121,38,2,0,1,1,43668
121,20,3,0,1,1,284790
121,21,3,0,1,1,7354
121,22,3,0,1,1,277437
121,24,3,0,1,1,11857
121,25,3,0,1,1,3426
121,26,3,0,1,1,11079
121,27,3,0,1,1,71422
121,29,3,0,1,1,10559
121,30,3,0,1,1,9786
121,31,3,0,1,1,24773
121,33,3,0,1,1,10029
121,34,3,0,1,1,79329
121,35,3,0,1,1,23386
121,36,3,0,1,1,14196
121,37,3,0,1,1,5967
121,1,0,1,1,0,0.9
121,20,0,1,1,1,0.9
121,2,0,1,1,0,3.9
121,21,0,1,1,1,3.9
121,3,0,1,1,0,1
121,22,0,1,1,1,1
121,4,0,1,1,0,4.4
121,23,0,1,1,1,4.4
121,5,0,1,1,0,2.8
121,24,0,1,1,1,2.8
121,6,0,1,1,0,3.6
121,25,0,1,1,1,3.6
121,7,0,1,1,0,2
121,26,0,1,1,1,2
121,8,0,1,1,0,2.3
121,27,0,1,1,1,2.3
121,9,0,1,1,0,7
121,28,0,1,1,1,7
121,10,0,1,1,0,3.5
121,29,0,1,1,1,3.5
121,11,0,1,1,0,3.6
121,30,0,1,1,1,3.6
121,12,0,1,1,0,2.4
121,31,0,1,1,1,2.4
121,13,0,1,1,0,29.9
121,32,0,1,1,1,29.9
121,14,0,1,1,0,0.6
121,33,0,1,1,1,0.6
121,15,0,1,1,0,3.5
121,34,0,1,1,1,3.5
121,16,0,1,1,0,3.5
121,35,0,1,1,1,3.5
121,17,0,1,1,0,4
121,36,0,1,1,1,4
121,18,0,1,1,0,3.1
121,37,0,1,1,1,3.1
121,19,0,1,1,0,1.8
121,38,0,1,1,1,1.8
121,1,0,2,1,0,1.1
121,20,0,2,1,1,1.1
121,2,0,2,1,0,5
121,21,0,2,1,1,5
121,3,0,2,1,0,1.1
121,22,0,2,1,1,1.1
121,4,0,2,1,0,4.6
121,23,0,2,1,1,4.6
121,5,0,2,1,0,4.3
121,24,0,2,1,1,4.3
121,6,0,2,1,0,4
121,25,0,2,1,1,4
121,7,0,2,1,0,2.5
121,26,0,2,1,1,2.5
121,8,0,2,1,0,3.6
121,27,0,2,1,1,3.6
121,9,0,2,1,0,7.1
121,28,0,2,1,1,7.1
121,11,0,2,1,0,4.2
121,30,0,2,1,1,4.2
121,12,0,2,1,0,5.5
121,31,0,2,1,1,5.5
121,13,0,2,1,0,0
121,32,0,2,1,1,0
121,14,0,2,1,0,0.4
121,33,0,2,1,1,0.4
121,19,0,2,1,0,1.9
121,38,0,2,1,1,1.9
121,1,0,3,1,0,1.3
121,20,0,3,1,1,1.3
121,2,0,3,1,0,3.9
121,21,0,3,1,1,3.9
121,3,0,3,1,0,1.4
121,22,0,3,1,1,1.4
121,5,0,3,1,0,2.6
121,24,0,3,1,1,2.6
121,6,0,3,1,0,7.4
121,25,0,3,1,1,7.4
121,7,0,3,1,0,3
121,26,0,3,1,1,3
121,8,0,3,1,0,2.6
121,27,0,3,1,1,2.6
121,10,0,3,1,0,3.6
121,29,0,3,1,1,3.6
121,11,0,3,1,0,5
121,30,0,3,1,1,5
121,12,0,3,1,0,2.6
121,31,0,3,1,1,2.6
121,14,0,3,1,0,4.5
121,33,0,3,1,1,4.5
121,15,0,3,1,0,3.5
121,34,0,3,1,1,3.5
121,16,0,3,1,0,3.5
121,35,0,3,1,1,3.5
121,17,0,3,1,0,4.2
121,36,0,3,1,1,4.2
121,18,0,3,1,0,3.1
121,37,0,3,1,1,3.1
121,1,4,0,1,1,1.1
121,2,4,0,1,1,1.6
121,3,4,0,1,1,0.9
121,4,4,0,1,1,0.4
121,5,4,0,1,1,-2.3
121,6,4,0,1,1,1.5
121,7,4,0,1,1,2
121,8,4,0,1,1,-0.2
121,9,4,0,1,1,-1.3
121,10,4,0,1,1,-1.9
121,11,4,0,1,1,2.5
121,12,4,0,1,1,-2.1
121,13,4,0,1,1,11.6
121,14,4,0,1,1,10.3
121,15,4,0,1,1,-5
121,16,4,0,1,1,1
121,17,4,0,1,1,11.1
121,18,4,0,1,1,-1.5
121,19,4,0,1,1,-6.4
121,1,5,0,1,1,2.6
121,2,5,0,1,1,1.6
121,3,5,0,1,1,3.5
121,4,5,0,1,1,2.6
121,5,5,0,1,1,-3.5
121,6,5,0,1,1,2.4
121,7,5,0,1,1,3
121,8,5,0,1,1,4.4
121,9,5,0,1,1,-0.8
121,11,5,0,1,1,-3.8
121,12,5,0,1,1,-4.6
121,13,5,0,1,1,11.9
121,14,5,0,1,1,12.9
121,19,5,0,1,1,-6.1
121,1,6,0,1,1,-1.6
121,2,6,0,1,1,3.5
121,3,6,0,1,1,-1.7
121,5,6,0,1,1,0.4
121,6,6,0,1,1,-7.7
121,7,6,0,1,1,-0.8
121,8,6,0,1,1,-1.1
121,10,6,0,1,1,-1.6
121,11,6,0,1,1,7.2
121,12,6,0,1,1,-1.1
121,14,6,0,1,1,-8.5
121,15,6,0,1,1,-5.1
121,16,6,0,1,1,0.9
121,17,6,0,1,1,13.3
121,18,6,0,1,1,-1.4
121,1,0,4,1,0,0.7
121,2,0,4,1,0,3.2
121,3,0,4,1,0,0.7
121,4,0,4,1,0,1.4
121,5,0,4,1,0,2.5
121,6,0,4,1,0,2.1
121,7,0,4,1,0,1.4
121,8,0,4,1,0,1.8
121,9,0,4,1,0,4
121,10,0,4,1,0,2.5
121,11,0,4,1,0,2.6
121,12,0,4,1,0,1.5
121,13,0,4,1,0,8.9
121,14,0,4,1,0,0.4
121,15,0,4,1,0,2.4
121,16,0,4,1,0,2.9
121,17,0,4,1,0,5
121,18,0,4,1,0,5.1
121,19,0,4,1,0,0.7
121,1,0,5,1,0,0.7
121,2,0,5,1,0,0.8
121,3,0,5,1,0,0.7
121,4,0,5,1,0,1.4
121,5,0,5,1,0,3.8
121,6,0,5,1,0,2.4
121,7,0,5,1,0,1.3
121,8,0,5,1,0,2
121,9,0,5,1,0,4.1
121,11,0,5,1,0,2.5
121,12,0,5,1,0,3
121,13,0,5,1,0,0
121,14,0,5,1,0,0.2
121,19,0,5,1,0,0.7
121,1,0,6,1,0,1.1
121,2,0,6,1,0,3.2
121,3,0,6,1,0,1.1
121,5,0,6,1,0,1.8
121,6,0,6,1,0,3.1
121,7,0,6,1,0,3.5
121,8,0,6,1,0,2.1
121,10,0,6,1,0,2.5
121,11,0,6,1,0,4
121,12,0,6,1,0,1.7
121,14,0,6,1,0,5.1
121,15,0,6,1,0,2.4
121,16,0,6,1,0,2.9
121,17,0,6,1,0,5.3
121,18,0,6,1,0,5.2
122,1,1,0,1,0,57226
122,2,1,0,1,0,16935
122,3,1,0,1,0,40291
122,4,1,0,1,0,792
122,5,1,0,1,0,2893
122,6,1,0,1,0,3270
122,7,1,0,1,0,3354
122,8,1,0,1,0,5959
122,9,1,0,1,0,322
122,10,1,0,1,0,830
122,11,1,0,1,0,1118
122,12,1,0,1,0,2433
122,13,1,0,1,0,1234
122,14,1,0,1,0,7538
122,15,1,0,1,0,4044
122,16,1,0,1,0,1668
122,17,1,0,1,0,986
122,18,1,0,1,0,446
122,19,1,0,1,0,3406
122,1,2,0,1,0,38786
122,2,2,0,1,0,16449
122,3,2,0,1,0,22337
122,4,2,0,1,0,737
122,5,2,0,1,0,2068
122,6,2,0,1,0,3044
122,7,2,0,1,0,2478
122,8,2,0,1,0,1207
122,9,2,0,1,0,320
122,11,2,0,1,0,459
122,12,2,0,1,0,619
122,13,2,0,1,0,1216
122,14,2,0,1,0,6776
122,19,2,0,1,0,3323
122,1,3,0,1,0,18440
122,2,3,0,1,0,486
122,3,3,0,1,0,17954
122,5,3,0,1,0,825
122,6,3,0,1,0,226
122,7,3,0,1,0,876
122,8,3,0,1,0,4752
122,10,3,0,1,0,822
122,11,3,0,1,0,659
122,12,3,0,1,0,1814
122,14,3,0,1,0,762
122,15,3,0,1,0,4039
122,16,3,0,1,0,1618
122,17,3,0,1,0,964
122,18,3,0,1,0,438
122,20,1,0,1,1,824368
122,21,1,0,1,1,254120
122,22,1,0,1,1,570247
122,23,1,0,1,1,9597
122,24,1,0,1,1,38428
122,25,1,0,1,1,44739
122,26,1,0,1,1,42417
122,27,1,0,1,1,85975
122,28,1,0,1,1,4108
122,29,1,0,1,1,11004
122,30,1,0,1,1,15702
122,31,1,0,1,1,34563
122,32,1,0,1,1,16736
122,33,1,0,1,1,97981
122,34,1,0,1,1,80610
122,35,1,0,1,1,23984
122,36,1,0,1,1,13651
122,37,1,0,1,1,5799
122,38,1,0,1,1,44955
122,20,2,0,1,1,541614
122,21,2,0,1,1,247503
122,22,2,0,1,1,294111
122,23,2,0,1,1,8933
122,24,2,0,1,1,27389
122,25,2,0,1,1,41759
122,26,2,0,1,1,31517
122,27,2,0,1,1,16092
122,28,2,0,1,1,4081
122,30,2,0,1,1,6057
122,31,2,0,1,1,9142
122,32,2,0,1,1,16520
122,33,2,0,1,1,87409
122,38,2,0,1,1,43965
122,20,3,0,1,1,282754
122,21,3,0,1,1,6618
122,22,3,0,1,1,276136
122,24,3,0,1,1,11039
122,25,3,0,1,1,2980
122,26,3,0,1,1,10900
122,27,3,0,1,1,69883
122,29,3,0,1,1,10897
122,30,3,0,1,1,9646
122,31,3,0,1,1,25421
122,33,3,0,1,1,10571
122,34,3,0,1,1,80527
122,35,3,0,1,1,23366
122,36,3,0,1,1,13305
122,37,3,0,1,1,5705
122,1,0,1,1,0,0.9
122,20,0,1,1,1,0.9
122,2,0,1,1,0,4
122,21,0,1,1,1,4
122,3,0,1,1,0,1
122,22,0,1,1,1,1
122,4,0,1,1,0,4.2
122,23,0,1,1,1,4.2
122,5,0,1,1,0,2.8
122,24,0,1,1,1,2.8
122,6,0,1,1,0,3.7
122,25,0,1,1,1,3.7
122,7,0,1,1,0,1.9
122,26,0,1,1,1,1.9
122,8,0,1,1,0,2.3
122,27,0,1,1,1,2.3
122,9,0,1,1,0,7.1
122,28,0,1,1,1,7.1
122,10,0,1,1,0,3.6
122,29,0,1,1,1,3.6
122,11,0,1,1,0,3.6
122,30,0,1,1,1,3.6
122,12,0,1,1,0,2.4
122,31,0,1,1,1,2.4
122,13,0,1,1,0,30.1
122,32,0,1,1,1,30.1
122,14,0,1,1,0,0.6
122,33,0,1,1,1,0.6
122,15,0,1,1,0,3.5
122,34,0,1,1,1,3.5
122,16,0,1,1,0,3.6
122,35,0,1,1,1,3.6
122,17,0,1,1,0,4.1
122,36,0,1,1,1,4.1
122,18,0,1,1,0,3.1
122,37,0,1,1,1,3.1
122,19,0,1,1,0,1.8
122,38,0,1,1,1,1.8
122,1,0,2,1,0,1.1
122,20,0,2,1,1,1.1
122,2,0,2,1,0,5
122,21,0,2,1,1,5
122,3,0,2,1,0,1.1
122,22,0,2,1,1,1.1
122,4,0,2,1,0,4.4
122,23,0,2,1,1,4.4
122,5,0,2,1,0,4.4
122,24,0,2,1,1,4.4
122,6,0,2,1,0,4
122,25,0,2,1,1,4
122,7,0,2,1,0,2.5
122,26,0,2,1,1,2.5
122,8,0,2,1,0,3.5
122,27,0,2,1,1,3.5
122,9,0,2,1,0,7.2
122,28,0,2,1,1,7.2
122,11,0,2,1,0,4.2
122,30,0,2,1,1,4.2
122,12,0,2,1,0,5
122,31,0,2,1,1,5
122,13,0,2,1,0,0
122,32,0,2,1,1,0
122,14,0,2,1,0,0.5
122,33,0,2,1,1,0.5
122,19,0,2,1,0,1.9
122,38,0,2,1,1,1.9
122,1,0,3,1,0,1.3
122,20,0,3,1,1,1.3
122,2,0,3,1,0,4
122,21,0,3,1,1,4
122,3,0,3,1,0,1.4
122,22,0,3,1,1,1.4
122,5,0,3,1,0,2.6
122,24,0,3,1,1,2.6
122,6,0,3,1,0,7.5
122,25,0,3,1,1,7.5
122,7,0,3,1,0,3
122,26,0,3,1,1,3
122,8,0,3,1,0,2.6
122,27,0,3,1,1,2.6
122,10,0,3,1,0,3.7
122,29,0,3,1,1,3.7
122,11,0,3,1,0,5
122,30,0,3,1,1,5
122,12,0,3,1,0,2.5
122,31,0,3,1,1,2.5
