Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2018-08-31","34261720","34261732","Adjustments Attrbutable to Prior Years-SECA","null","null","null","-1046931710.08","null","-1046931710.08","-2126128592.03","null","-2126128592.03","4","13","13","14360","D","SRS","4","3.1.1.4","2018","4","2018","3","08","31"
"2018-08-31","34261720","34261735","Total -- Federal Old-Age and Survivors Insurance Trust Fund","54825000000.00","null","54825000000.00","630708079596.49","null","630708079596.49","629831728255.63","null","629831728255.63","4","14","14","210","T","RSG","4","3.1.1.5","2018","4","2018","3","08","31"
"2018-08-31","34261717","34261737","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","15","15","211","S","RSG","3","3.1.2","2018","4","2018","3","08","31"
"2018-08-31","34261737","34261740","Federal Insurance Contributions Act Taxes","12801000000.00","null","12801000000.00","145110000000.00","null","145110000000.00","140368000000.00","null","140368000000.00","4","16","16","212","D","SRS","4","3.1.2.1","2018","4","2018","3","08","31"
"2018-08-31","34261737","34261742","Self-Employment Contributions Act Taxes","154000000.00","null","154000000.00","7440000000.00","null","7440000000.00","7496000000.00","null","7496000000.00","4","17","17","214","D","SRS","4","3.1.2.2","2018","4","2018","3","08","31"
"2018-08-31","34261737","34261747","Adjustments Attributable to Prior Years-FICA","null","null","null","-3130757156.77","null","-3130757156.77","1309587968.62","null","1309587968.62","4","18","18","219","D","SRS","4","3.1.2.3","2018","4","2018","3","08","31"
"2018-08-31","34261737","34261750","Adjustments Attributable to Prior Years-SECA","null","null","null","-182971792.94","null","-182971792.94","-361070059.34","null","-361070059.34","4","19","19","14361","D","SRS","4","3.1.2.4","2018","4","2018","3","08","31"
"2018-08-31","34261737","34261752","Total -- Federal Disability Insurance Trust Fund","12955000000.00","null","12955000000.00","149236271050.29","null","149236271050.29","148812517909.28","null","148812517909.28","4","20","20","220","T","RSG","4","3.1.2.5","2018","4","2018","3","08","31"
"2018-08-31","34261717","34261755","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","21","21","221","S","RSG","3","3.1.3","2018","4","2018","3","08","31"
"2018-08-31","34261755","34261757","Federal Insurance Contributions Act Taxes","19730000000.00","null","19730000000.00","224668000000.00","null","224668000000.00","217481000000.00","null","217481000000.00","4","22","22","222","D","SRS","4","3.1.3.1","2018","4","2018","3","08","31"
"2018-08-31","34261755","34261759","Self-Employment Contributions Act Taxes","305000000.00","null","305000000.00","15508000000.00","null","15508000000.00","15653000000.00","null","15653000000.00","4","23","23","224","D","SRS","4","3.1.3.2","2018","4","2018","3","08","31"
"2018-08-31","34261755","34261761","Receipts from Railroad Retirement Board","null","null","null","570900000.00","null","570900000.00","606400000.00","null","606400000.00","4","24","24","226","D","SRS","4","3.1.3.3","2018","4","2018","3","08","31"
"2018-08-31","34261755","34261765","Adjustments Attributable to Prior Years-FICA","null","null","null","-3970783255.09","null","-3970783255.09","229128226.03","null","229128226.03","4","25","25","228","D","SRS","4","3.1.3.4","2018","4","2018","3","08","31"
"2018-08-31","34261755","34261767","Adjustments Attributable to Prior Years-SECA","null","null","null","-92175632.56","null","-92175632.56","-1050875365.77","null","-1050875365.77","4","26","26","14362","D","SRS","4","3.1.3.5","2018","4","2018","3","08","31"
"2018-08-31","34261755","34261769","Total -- Federal Hospital Insurance Trust Fund","20035000000.00","null","20035000000.00","236683941112.35","null","236683941112.35","232918652860.26","null","232918652860.26","4","27","27","229","T","RSG","4","3.1.3.6","2018","4","2018","3","08","31"
"2018-08-31","34261717","34261772","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","28","28","230","S","RSG","3","3.1.4","2018","4","2018","3","08","31"
"2018-08-31","34261772","34261774","Rail Pension and Supplemental Annuity","271207729.72","-437810.95","271645540.67","3105594753.04","2103263.42","3103491489.62","2893459155.17","1017236.97","2892441918.20","4","29","29","235","D","RSG","4","3.1.4.1","2018","4","2018","3","08","31"
"2018-08-31","34261772","34261778","Social Security Equivalent Account","248353644.01","-395004.25","248748648.26","2182220131.91","1875515.81","2180344616.10","2014237704.36","993305.92","2013244398.44","4","30","30","240","D","RSG","4","3.1.4.2","2018","4","2018","3","08","31"
"2018-08-31","34261717","34261780","Total -- Employment and General Retirement","88334561373.73","-832815.20","88335394188.93","1021916106644.08","3978779.23","1021912127864.85","1016470595884.70","2010542.89","1016468585341.81","4","31","31","241","T","RSG","3","3.1.5","2018","4","2018","3","08","31"
"2018-08-31","34261715","34261784","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","32","32","250","S","RSG","2","3.2","2018","4","2018","3","08","31"
"2018-08-31","34261784","34261786","Deposits by States","3770366311.25","null","3770366311.25","36000330512.30","null","36000330512.30","37192733283.67","null","37192733283.67","4","33","33","251","D","RSG","3","3.2.1","2018","4","2018","3","08","31"
"2018-08-31","34261784","34261790","Federal Unemployment Taxes","57605414.80","11642136.99","45963277.81","8769690274.43","110378702.28","8659311572.15","8246706908.07","141988842.43","8104718065.64","4","34","34","254","D","RSG","3","3.2.2","2018","4","2018","3","08","31"
"2018-08-31","34261784","34261792","Railroad Unemployment Taxes","470296.63","null","470296.63","133781826.48","null","133781826.48","126381325.95","null","126381325.95","4","35","35","255","D","RSG","3","3.2.3","2018","4","2018","3","08","31"
"2018-08-31","34261784","34261798","Total -- Unemployment Insurance","3828442022.68","11642136.99","3816799885.69","44903802613.21","110378702.28","44793423910.93","45565821517.69","141988842.43","45423832675.26","4","36","36","269","T","RSG","3","3.2.4","2018","4","2018","3","08","31"
"2018-08-31","34261715","34261800","Other Retirement:","null","null","null","null","null","null","null","null","null","4","37","37","270","S","RSG","2","3.3","2018","4","2018","3","08","31"
"2018-08-31","34261800","34261803","Federal Employees' Retirement--Employee Share","368375775.98","null","368375775.98","4043352971.14","null","4043352971.14","3827803279.08","null","3827803279.08","4","38","38","279","D","RSG","3","3.3.1","2018","4","2018","3","08","31"
"2018-08-31","34261800","34261805","Non-Federal Employees Retirement","2510057.69","null","2510057.69","28316430.45","null","28316430.45","31629520.17","null","31629520.17","4","39","39","284","D","RSG","3","3.3.2","2018","4","2018","3","08","31"
"2018-08-31","34261800","34261809","Total -- Other Retirement","370885833.67","null","370885833.67","4071669401.59","null","4071669401.59","3859432799.25","null","3859432799.25","4","40","40","285","T","RSG","3","3.3.3","2018","4","2018","3","08","31"
"2018-08-31","34261715","34261811","Total -- Social Insurance and Retirement Receipts","92533889230.08","10809321.79","92523079908.29","1070891578658.88","114357481.51","1070777221177.37","1065895850201.64","143999385.32","1065751850816.32","4","41","41","286","T","RSG","2","3.4","2018","4","2018","3","08","31"
"2018-08-31","null","34261815","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","42","42","300","S","RSG","1","4","2018","4","2018","3","08","31"
"2018-08-31","34261815","34261817","Miscellaneous Excise Taxes","4942235468.97","116635922.98","4825599545.99","31943050711.94","2611194921.47","29331855790.47","29326295351.65","4731561171.89","24594734179.76","4","43","43","305","D","RSG","2","4.1","2018","4","2018","3","08","31"
"2018-08-31","34261815","34261821","Airport and Airway Trust Fund","840810674.86","3047945.55","837762729.31","13388326106.44","14016833.56","13374309272.88","12864561921.14","13091534.98","12851470386.16","4","44","44","308","D","RSG","2","4.2","2018","4","2018","3","08","31"
"2018-08-31","34261815","34261823","Highway Trust Fund","2523781380.55","42303000.00","2481478380.55","36246645382.94","373300000.00","35873345382.94","35169197320.71","369029000.00","34800168320.71","4","45","45","310","D","RSG","2","4.3","2018","4","2018","3","08","31"
"2018-08-31","34261815","34261827","Black Lung Disability Trust Fund","9216020.00","null","9216020.00","329647130.00","null","329647130.00","356820372.35","null","356820372.35","4","46","46","313","D","RSG","2","4.4","2018","4","2018","3","08","31"
"2018-08-31","34261815","34261829","Total -- Excise Taxes","8316043544.38","161986868.53","8154056675.85","81907669331.32","2998511755.03","78909157576.29","77716874965.85","5113681706.87","72603193258.98","4","47","47","314","T","RSG","2","4.5","2018","4","2018","3","08","31"
"2018-08-31","null","34261833","Estate and Gift Taxes","2010373978.89","78376555.23","1931997423.66","21504210674.75","810756184.94","20693454489.81","22076317936.77","904366840.06","21171951096.71","4","48","48","350","D","RSG","1","5","2018","4","2018","3","08","31"
"2018-08-31","null","34261835","Customs Duties","4626682028.23","377488971.38","4249193056.85","38328417421.57","1601935089.80","36726482331.77","32925707252.57","1551825922.24","31373881330.33","4","49","49","405","D","RSG","1","6","2018","4","2018","3","08","31"
"2018-08-31","null","34261839","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","50","50","800","S","RSG","1","7","2018","4","2018","3","08","31"
"2018-08-31","34261839","34261841","Deposit of Earnings, Federal Reserve System","5896863275.88","null","5896863275.88","66154865769.85","null","66154865769.85","76144974460.64","null","76144974460.64","4","51","51","805","D","RSG","2","7.1","2018","4","2018","3","08","31"
"2018-08-31","34261839","34261845","Universal Service Fund","795216912.93","null","795216912.93","8607895957.38","null","8607895957.38","8442293553.16","null","8442293553.16","4","52","52","807","D","RSG","2","7.2","2018","4","2018","3","08","31"
"2018-08-31","34261839","34261847","All Other","2580128690.63","963783.13","2579164907.50","19200582302.55","23828318.08","19176753984.47","35101606462.17","45640664.70","35055965797.47","4","53","53","810","D","RSG","2","7.3","2018","4","2018","3","08","31"
"2018-08-31","34261839","34261851","Total -- Miscellaneous Receipts","9272208879.44","963783.13","9271245096.31","93963344029.78","23828318.08","93939515711.70","119688874475.97","45640664.70","119643233811.27","4","54","54","820","T","RSG","2","7.4","2018","4","2018","3","08","31"
"2018-08-31","null","34261853","Total -- Receipts","231597430293.24","12482164165.54","219115266127.70","3310851711252.95","325665810751.70","2985185900501.25","3270867015971.24","304695410207.66","2966171605763.58","4","55","55","830","T","SL","1","8","2018","4","2018","3","08","31"
"2018-08-31","34261853","34261856","Total -- On-Budget","163817430293.24","12482164165.54","151335266127.70","2530907360606.17","325665810751.70","2205241549854.47","2492222769806.33","304695410207.66","2187527359598.67","4","56","56","840","T","SL","2","8.1","2018","4","2018","3","08","31"
"2018-08-31","34261853","34261858","Total -- Off-Budget","67780000000.00","null","67780000000.00","779944350646.78","null","779944350646.78","778644246164.91","null","778644246164.91","4","57","57","850","T","SL","2","8.2","2018","4","2018","3","08","31"
"2018-07-31","null","33719251","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2018","4","2018","3","07","31"
"2018-07-31","33719251","33719253","Withheld","104792459777.89","null","null","1139465316446.43","null","null","1108378860003.65","null","null","4","2","2","102","D","SRS","2","1.1","2018","4","2018","3","07","31"
"2018-07-31","33719251","33719258","Presidential Election Campaign Fund","367638.00","null","null","25145319.00","null","null","26138424.00","null","null","4","3","3","105","D","SRS","2","1.2","2018","4","2018","3","07","31"
"2018-07-31","33719251","33719263","Other","9778678386.71","null","null","535578649087.06","null","null","457934087680.97","null","null","4","4","4","110","D","SRS","2","1.3","2018","4","2018","3","07","31"
"2018-07-31","33719251","33719268","Total -- Individual Income Taxes","114571505802.60","4911028995.32","109660476807.28","1675069110852.49","259919085734.77","1415150025117.72","1566339086108.62","253648041074.92","1312691045033.70","4","5","5","120","T","RSG","2","1.4","2018","4","2018","3","07","31"
"2018-07-31","null","33719272","Corporation Income Taxes","7523541140.55","3227614515.54","4295926625.01","214349147651.94","48344797522.09","166004350129.85","269281521317.09","36987561331.48","232293959985.61","4","6","6","130","D","RSG","1","2","2018","4","2018","3","07","31"
"2018-07-31","null","33719276","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2018","4","2018","3","07","31"
"2018-07-31","33719276","33719280","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2018","4","2018","3","07","31"
